"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Seated Overhead Press (Dumbbell)";"2";"28.0";"11";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Seated Overhead Press (Dumbbell)";"3";"28.0";"10";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Seated Overhead Press (Dumbbell)";"4";"28.0";"9";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Lateral Raise (Dumbbell)";"1";"8.0";"20";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Lateral Raise (Dumbbell)";"2";"8.0";"18";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Lateral Raise (Dumbbell)";"3";"8.0";"18";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Lateral Raise (Dumbbell)";"4";"8.0";"17";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Chest Dip";"1";"20.0";"15";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Chest Dip";"Rest Timer";"";"";"";"";"130.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Chest Dip";"2";"25.0";"14";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Chest Dip";"Rest Timer";"";"";"";"";"130.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Chest Dip";"3";"25.0";"12";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Chest Dip";"Rest Timer";"";"";"";"";"130.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Chest Dip";"4";"25.0";"12";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Chest Dip";"Rest Timer";"";"";"";"";"130.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Incline Curl (Dumbbell)";"1";"12.0";"14";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"100.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Incline Curl (Dumbbell)";"2";"12.0";"12";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"100.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Incline Curl (Dumbbell)";"3";"12.0";"13";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"100.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Incline Curl (Dumbbell)";"4";"12.0";"12";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Incline Curl (Dumbbell)";"Rest Timer";"";"";"";"";"100.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Triceps Pushdown (Cable - Straight Bar)";"1";"32.5";"18";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"105.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Triceps Pushdown (Cable - Straight Bar)";"2";"36.25";"16";"";"";"";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"105.0";"";""
"743";"2025-06-01 17:19:04";"D2 Brust/Schultern/Arme";"4828";"Triceps Pushdown (Cable - Straight Bar)";"3";"36.25";"13";"";"";"";"";""
